code	Articles	tag_1	tag_2	tag_3	tag_4	tag_5	tag_6	tag_7
5300	L3142-4; L3142-5; R3142-1; L3142-1; L3142-2; L3142-3	Durée du travail et congés	Congés autres	Congé pour événements familiaux				
5400	L3142-32; L3142-33; D3142-20; D3142-19; D3142-21; L3142-34; L3142-35; D3142-14; D3142-15; D3142-16; R3142-17; D3142-18; L3142-28; L3142-29; L3142-30; L3142-31	Durée du travail et congés	Congés autres	Congé sabbatique				
5500	L3142-103; L3142-102; L3142-104	Durée du travail et congés	Congés autres	Congés autres				
5600	R3143-3; L3142-89; L3142-90; L3142-91; L3142-92; L3142-93; L3142-94; L3142-95; L3142-96; L3142-97; L3142-98; L3142-99; L3142-100; L3142-101; D3142-62; D3142-63; D3142-64	Durée du travail et congés	Congés autres	Réserve opérationnelle, service national				
5800	L3141-32; L3141-33; D3141-9; D3141-10; D3141-11; D3141-29; D3141-30; D3141-31; D3141-32; D3141-33; D3141-34; D3141-35; D3141-36; D3141-37; D3141-12; D3141-13; D3141-14; D3141-15; D3141-16; D3141-17; D3141-18; R3141-19; D3141-20; D3141-21; D3141-22; D3141-23; D3141-24; D3141-26; D3141-27; D3141-28; D3141-25	Durée du travail et congés	Congés payés	Caisse de congés payés				
5900	L3111-1	Durée du travail et congés	Congés payés	Champ d'application				
6000	L3141-1; L3141-2; D3141-1; D3141-2	Durée du travail et congés	Congés payés	Droit au congé				
6100	L3141-10; R3141-4; L3141-11; D3141-3; L3141-3; L3141-4; L3141-5; L3141-6; L3141-7; L3141-8; L3141-9	Durée du travail et congés	Congés payés	Durée du congé				
6200	L3141-21; L3141-22; L3141-23; L3141-17; L3141-18; L3141-19; L3141-20	Durée du travail et congés	Congés payés	Fractionnement et report				
6300	D3141-7; D3141-8; L3141-24; L3141-25; L3141-26; L3141-27; L3141-28; L3141-29; L3141-30; L3141-31	Durée du travail et congés	Congés payés	Indemnités de congés payés				
6500	D3141-5; D3141-6; L3141-12; L3141-14; L3141-13	Durée du travail et congés	Congés payés	Organisation de la prise de congés payés	Règles générales de la prise de congés			
6520	L3141-16	Durée du travail et congés	Congés payés	Organisation de la prise de congés payés	Règles spécifiques applicables en l'absence d'accord			
6510	L3141-15	Durée du travail et congés	Congés payés	Organisation de la prise de congés payés	Règles spécifiées par l'accord d'entreprise ou d'établissement			
19700	L3121-51; L3121-52; R3121-30; R3121-34; R3121-35; L3121-48; L3121-49; L3121-50; R3121-29; R3121-31; R3121-32; R3121-33; R3124-3	Durée du travail et congés	Durée du travail	Aménagement Temps de Travail	Horaires individualisés et récupération des heures perdues			
19600	R3124-3; L3121-44; L3121-45; L3121-46; L3121-47; D3121-27; D3121-28; L3121-41; L3121-42; L3121-43; D3121-25; R3121-26	Durée du travail et congés	Durée du travail	Aménagement Temps de Travail	Période supérieure à la semaine			
19800	L3121-11; L3121-12; R3121-3; L3121-10; L3121-9; R3121-2; R3124-4	Durée du travail et congés	Durée du travail	Astreintes, travail effectif et équivalences	Astreintes			
20500	L3121-14; L3121-15; L3121-13	Durée du travail et congés	Durée du travail	Astreintes, travail effectif et équivalences	Equivalences			
21700	L3121-6; L3121-7; L3121-8; L3121-1; L3121-2; L3121-3; L3121-4; L3121-5; R3121-1	Durée du travail et congés	Durée du travail	Astreintes, travail effectif et équivalences	Travail effectif			
20300	L3121-27; L3121-32; R3124-3	Durée du travail et congés	Durée du travail	Durée légale "35 heures"				
20400	R3124-3; L3121-19; L3121-18; D3121-4; D3121-5; D3121-6; D3121-7	Durée du travail et congés	Durée du travail	Durée maximale du travail	Par jour			
20200	L3121-23; L3121-24; L3121-25; L3121-26; R3121-11; R3121-12; R3121-13; R3121-14; R3121-15; R3121-16; L3121-20; L3121-21; L3121-22; R3121-8; R3121-9; R3121-10; R3124-11; R3124-13	Durée du travail et congés	Durée du travail	Durée maximale du travail	Par semaine			
20000	D3171-8; D3171-9; D3171-10; D3171-11; D3171-12; D3171-13; D3171-15; D3171-16; L3171-3; L3171-4; L3171-1; L3171-2; D3171-1; D3171-2; D3171-3; D3171-4; D3171-5; D3171-7; D3171-14; L3172-1; L3172-2; R3172-1; R3172-2; R3172-3; R3172-4; R3172-5; R3172-6; R3172-7; R3172-8; R3172-9; R3173-3; R3135-6; R3173-1; R3173-2	Durée du travail et congés	Durée du travail	Décompte de la durée du travail				
20100	L3121-63; L3121-64; L3121-67; L3121-68; L3121-69; L3121-65; L3121-66; L3121-53; L3121-54; L3121-55; L3121-56; L3121-57; L3121-58; L3121-59; L3121-61; L3121-62; L3121-60	Durée du travail et congés	Durée du travail	Forfait				
20310	L3121-27; L3121-28; L3121-29; L3121-30; L3121-31; D3121-17	Durée du travail et congés	Durée du travail	Heures supplémentaires	Règles générales en matière d'heures supplémentaires			
20340	L3121-34	Durée du travail et congés	Durée du travail	Heures supplémentaires	Règles spécifiques en cas d'accord d'entreprise ou de convention collective	Cas des travailleurs saisonniers		
20330	L3121-33	Durée du travail et congés	Durée du travail	Heures supplémentaires	Règles spécifiques en cas d'accord d'entreprise ou de convention collective	Contreparties aux heures supplémentaires		
20320	L3121-32	Durée du travail et congés	Durée du travail	Heures supplémentaires	Règles spécifiques en cas d'accord d'entreprise ou de convention collective	Définition de la semaine		
20370	L3121-38; L3121-39; L3121-40; D3121-18; D3121-19; D3121-20; D3121-21; D3121-22; D3121-23; D3121-24	Durée du travail et congés	Durée du travail	Heures supplémentaires	Règles spécifiques en l'absence d'accord ou de convention	Contreparties: Dépassement de la limite annuelle du nombre d'heures supplémentaires		
20360	L3121-36; L3121-37	Durée du travail et congés	Durée du travail	Heures supplémentaires	Règles spécifiques en l'absence d'accord ou de convention	Contreparties aux heures supplémentaires		
20350	L3121-35	Durée du travail et congés	Durée du travail	Heures supplémentaires	Règles spécifiques en l'absence d'accord ou de convention	Définition de la semaine		
20700	L3133-4; L3133-5; L3133-6; D3133-1; L3422-2; L3133-1; L3133-2; L3133-3; L3133-3-1; L3133-3-2; L3133-7; L3133-8; L3133-9; L3133-10; L3133-11; L3133-12; R3135-3; L3422-3; L3422-4; L3422-5	Durée du travail et congés	Durée du travail	Jours fériés				
20800	L3411-1; R3411-1	Durée du travail et congés	Durée du travail	Outre - mer	DOM, Saint Barthélemy, Saint - Martin, St Pierre et Miquelon			
20800	L3421-1; L3422-1	Durée du travail et congés	Durée du travail	Outre - mer	Dispositions générales			
21200	R3134-1; R3134-2; R3134-3; R3134-4; D3134-5; L3134-1; L3134-2; L3134-3; L3134-4; L3134-5; L3134-6; L3134-7; L3134-8; L3134-9; L3134-10; L3134-11; L3134-12; L3134-13; L3134-14; L3134-15; L3134-16; R3135-4	Durée du travail et congés	Durée du travail	Repos et temps de pause	Repos, jours fériés Moselle, Bas - Rhin, Haut - Rhin			
21300	L3132-31; D3132-24	Durée du travail et congés	Durée du travail	Repos et temps de pause	Référé Inspecteur du travail: Repos hebdomadaire			
21100	L3131-2; D3131-4; D3131-5; D3131-6; L3131-3; D3131-7; L3131-1; D3131-1; D3131-2; D3131-3; R3135-1	Durée du travail et congés	Durée du travail	Repos et temps de pause	Repos quotidien			
21400	L3121-17; L3121-16	Durée du travail et congés	Durée du travail	Repos et temps de pause	Temps de pause			
21500	L3123-17; L3123-18; L3123-19; L3123-20; L3123-21; L3123-22; L3123-24; L3123-25; L3123-23; L3123-32; L3123-26; L3123-28; L3123-29; L3123-30; L3123-31; L3123-27; D3123-2; D3123-3; L3123-2; L3123-1; L3123-6; L3123-7; L3123-8; L3123-9; L3123-10; L3123-3; L3123-5; L3123-11; L3123-12; L3123-13; L3123-14; L3123-15; L3123-16; L3123-4; R3123-1; R3124-8; R3124-9; R3124-10; R3124-5	Durée du travail et congés	Durée du travail	Temps partiel				
21504	L3123-1	Durée du travail et congés	Durée du travail	Temps partiel	Ordre Public	définition du salarié à temps partiel		
21508	L3123-2; L3123-3; L3123-4	Durée du travail et congés	Durée du travail	Temps partiel	Ordre Public	Procédure: Passer à temps complet ou à temps partiel		
21512	L3123-5	Durée du travail et congés	Durée du travail	Temps partiel	Ordre Public	Egalité de traitement: période d'essai, rémunération, ancienneté, indemnité de licenciement		
21516	L3123-6	Durée du travail et congés	Durée du travail	Temps partiel	Ordre Public	Mentions du contrat de travail écrit		
21520	L3123-7	Durée du travail et congés	Durée du travail	Temps partiel	Ordre Public	Durée minimale du travail à temps partiel		
21524	L3123-8; L3123-9; L3123-10	Durée du travail et congés	Durée du travail	Temps partiel	Ordre Public	Heures complémentaires		
21528	L3123-11; L3123-12; L3123-13	Durée du travail et congés	Durée du travail	Temps partiel	Ordre Public	Répartition de la durée du travail		
21532	L3123-14	Durée du travail et congés	Durée du travail	Temps partiel	Ordre Public	Temps partiel et crédit d'heures pour l'exercice d'un mandat		
21536	L3123-15	Durée du travail et congés	Durée du travail	Temps partiel	Ordre Public	bilan du travail à temps partiel: communication au CSE et au DS		
21540	L3123-16	Durée du travail et congés	Durée du travail	Temps partiel	Ordre Public	Communication au CSE du nombre de demandes individuelles de dérogation à la durée minimale de travail		
21544	L3123-17; L3123-18	Durée du travail et congés	Durée du travail	Temps partiel	Champ de la négociation collective	Mise en place d'horaires à temps partiel		
21548	L3123-19	Durée du travail et congés	Durée du travail	Temps partiel	Champ de la négociation collective	Temps partiel: Durée minimale de travail		
21552	L3123-19; L3123-20; L3123-21	Durée du travail et congés	Durée du travail	Temps partiel	Champ de la négociation collective	Heures complémentaires		
21556	L3123-22	Durée du travail et congés	Durée du travail	Temps partiel	Champ de la négociation collective	Complément d'heures par avenant		
21560	L3123-23; L3123-24; L3123-25	Durée du travail et congés	Durée du travail	Temps partiel	Champ de la négociation collective	Répartition de la durée du travail		
21564	L3123-26	Durée du travail et congés	Durée du travail	Temps partiel	Dispositions supplétives	Mise en place d'horaires à temps partiel		
21568	L3123-27	Durée du travail et congés	Durée du travail	Temps partiel	Dispositions supplétives	Temps partiel: Durée minimale de travail		
21572	L3123-28; L3123-29	Durée du travail et congés	Durée du travail	Temps partiel	Dispositions supplétives	Heures complémentaires		
21576	L3123-30; L3123-31	Durée du travail et congés	Durée du travail	Temps partiel	Dispositions supplétives	Répartition de la durée du travail		
21580	R3123-1	Durée du travail et congés	Durée du travail	Temps partiel	Dispositions supplétives	Bilan du travail à temps partiel		
21584	D3123-2; D3123-3	Durée du travail et congés	Durée du travail	Temps partiel	Dispositions supplétives	Mise en place d'horaires à temps partiel		
21588	R3124-5; R3124-8; R3124-9; R3124-10	Durée du travail et congés	Durée du travail	Temps partiel	Sanctions en matière de travail à temps partiel			
21600	R3124-15; L3122-15; L3122-16; L3122-17; L3122-18; L3122-19; R3122-7; R3122-8; L3122-20; L3122-21; L3122-22; L3122-23; L3122-24; R3122-9; R3122-10; R3122-11; L3122-1; L3122-2; L3122-3; L3122-4; L3122-5; L3122-6; L3122-7; L3122-8; L3122-9; L3122-10; L3122-11; L3122-12; L3122-13; L3122-14; R3122-1; R3122-2; R3122-3; R3122-4; R3122-5; R3122-6; R3122-12; R3122-13; R3122-14; R3122-15	Durée du travail et congés	Durée du travail	Travail de nuit				
21603	L3122-1	Durée du travail et congés	Durée du travail	Travail de nuit	Ordre public	Principe: le recours au travail de nuit est exceptionnel		
21606	L3122-2	Durée du travail et congés	Durée du travail	Travail de nuit	Ordre public	Périodes concernés par le travail de nuit		
21609	L3122-3; L3122-4	Durée du travail et congés	Durée du travail	Travail de nuit	Ordre public	Activités spécifiques avec périodicité particulière		
21612	L3122-5	Durée du travail et congés	Durée du travail	Travail de nuit	Ordre public	Qualification de travailleur de nuit		
21615	L3122-6; R3122-1; R3122-2; R3122-3; R3122-4; R3122-5; R3122-6	Durée du travail et congés	Durée du travail	Travail de nuit	Ordre public	Durée quotidienne maximale travail de nuit, dépassement et procédure		
21618	L3122-7	Durée du travail et congés	Durée du travail	Travail de nuit	Ordre public	Durée hebdomadaire maximale travail de nuit		
21621	L3122-8; L3122-9	Durée du travail et congés	Durée du travail	Travail de nuit	Ordre public	Contreparties		
21624	L3122-10	Durée du travail et congés	Durée du travail	Travail de nuit	Ordre public	Organisation du travail de nuit: mise en place, modification, avis du médecin du travail		
21627	L3122-11	Durée du travail et congés	Durée du travail	Travail de nuit	Ordre public	Suivi de l'état de santé des travailleurs de nuit		
21630	L3122-12	Durée du travail et congés	Durée du travail	Travail de nuit	Ordre public	refus non fautif en cas d'incompatibilité avec des obligations familiales		
21633	L3122-13	Durée du travail et congés	Durée du travail	Travail de nuit	Ordre public	Passage du travail de jour au travail de nuit, du travail de nuit au travail de jour		
21636	L3122-14	Durée du travail et congés	Durée du travail	Travail de nuit	Ordre public	Transfert par le médecin du travail sur un poste de jour, impossibilité licenciement pour inaptitude		
21639	L3122-15	Durée du travail et congés	Durée du travail	Travail de nuit	Champ de la négociation collective	Accord travail de nuit : mise en place, définition, période, contreparties, recours		
21642	L3122-16	Durée du travail et congés	Durée du travail	Travail de nuit	Champ de la négociation collective	Qualification de travailleur de nuit		
21645	L3122-17; R3122-7; R3122-8	Durée du travail et congés	Durée du travail	Travail de nuit	Champ de la négociation collective	Durée quotidienne maximale travail de nuit, dépassement et procédure		
21648	L3122-18	Durée du travail et congés	Durée du travail	Travail de nuit	Champ de la négociation collective	Durée hebdomadaire maximale travail de nuit		
21651	L3122-19	Durée du travail et congés	Durée du travail	Travail de nuit	Champ de la négociation collective	Travail de soirée dans les ZTI		
21654	L3122-20	Durée du travail et congés	Durée du travail	Travail de nuit	Dispositions supplétives	Périodes concernés par le travail de nuit		
21657	L3122-21; L3122-22; R3122-9; R3122-10	Durée du travail et congés	Durée du travail	Travail de nuit	Dispositions supplétives	sans accord le travail de nuit possible avec l'autorisation de l'inspecteur du travail		
21660	L3122-23	Durée du travail et congés	Durée du travail	Travail de nuit	Dispositions supplétives	Qualification de travailleur de nuit		
21663	L3122-24	Durée du travail et congés	Durée du travail	Travail de nuit	Dispositions supplétives	Durée hebdomadaire maximale travail de nuit		
21666	R3124-15	Durée du travail et congés	Durée du travail	Travail de nuit	Pénalités			
21669	R3122-11	Durée du travail et congés	Durée du travail	Travail de nuit	Suivi de l'état de santé des travailleurs de nuit	Objet du suivi particulier des travailleurs de nuit		
21672	R3122-12	Durée du travail et congés	Durée du travail	Travail de nuit	Suivi de l'état de santé des travailleurs de nuit	Médecin du travail Information des absences maladies		
21675	R3122-13	Durée du travail et congés	Durée du travail	Travail de nuit	Suivi de l'état de santé des travailleurs de nuit	Médecin du travail  conséquences du travail de nuit		
21678	R3122-14	Durée du travail et congés	Durée du travail	Travail de nuit	Suivi de l'état de santé des travailleurs de nuit	Médecin du Travail informe  salariés  effets du travail de nuit		
21681	R3122-15	Durée du travail et congés	Durée du travail	Travail de nuit	Suivi de l'état de santé des travailleurs de nuit	Médecin du travail  rapport annuel travail de nuit		
21000	L3132-27-2; L3132-29; L3132-30; R3132-22; R3132-23; L3132-28; L3132-4; L3132-5; L3132-6; L3132-7; L3132-8; L3132-9; L3132-10; L3132-11; R3132-1; R3132-2; R3132-3; R3132-4; R3132-9; R3132-10; R3132-11; R3132-12; R3132-13; R3132-14; R3132-15; L3132-14; L3132-15; L3132-16; L3132-17; L3132-18; L3132-19; L3132-26; L3132-26-1; L3132-27; L3132-27-1; R3132-21; L3132-20; L3132-21; L3132-22; L3132-23; R3132-16; R3132-17; R3132-19; R3132-20; R3132-20-1; L3132-12; L3132-13; R3132-5; R3132-6; R3132-7; R3132-8; L3132-24; L3132-25; L3132-25-1; L3132-25-2; L3132-25-3; L3132-25-4; L3132-25-5; L3132-25-6; R3132-21-1; L3132-1; L3132-2; L3132-3; L3132-3-1; R3135-2	Durée du travail et congés	Durée du travail	Travail du dimanche				
21002	L3132-1	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Interdiction de faire travailler un salarié plus de 6 jours par semaine			
21004	L3132-2	Durée du travail et congés	Durée du travail	Repos hebdomadaire	durée minimale du repos hebdomadaire			
21006	L3132-3	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Repos hebdomadaire le dimanche			
21008	L3132-4	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Dérogation pour travaux urgents			
21010	L3132-5; R3132-1	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Dérogation pour les industries traitant des matières périssables			
21012	L3132-6; R3132-2	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Dérogation pour les travaux dans les ports, débarcadèes et stations			
21014	L3132-7; R3132-3;  R3132-4	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Dérogation pour les activités saisonnières			
21017	L3132-8	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Dérogation pour les travaux de nettoyage en établissement industriel ou commercial			
21019	L3132-9	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Dérogation pour les travaux intéressant la défense nationale			
21021	L3132-10	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Dérogation pour les établissements industriels fonctionnant en continu			
21023	L3132-11	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Dérogation pour les gardiens et concierges des établissements industriels et commerciaux			
21033	L3132-12; L3132-13; R3132-5; R3132-6; R3132-7; R3132-8	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Travail du dimanche	Dérogation permanente de droit au repos dominical		
21043	L3132-14; L3132-15; R3132-9;  R3132-13; R3132-14; R3132-15	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Travail du dimanche	Travail en continu		
21053	L3132-16; L3132-17; L3132-18; L3132-19;  R3132-10; R3132-11; R3132-12; R3132-13; R3132-14; R3132-15	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Travail du dimanche	Equipe de suppléance		
21063	L3132-20; L3132-21; L3132-22; L3132-23; R3132-16; R3132-17; R3132-19; R3132-20; R3132-20-1	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Travail du dimanche	Dérogations préfectorales		
21073	L3132-24; L3132-25; L3132-25-1; L3132-25-2; L3132-25-3; L3132-25-4; L3132-25-5; L3132-25-6; R3132-21-1	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Travail du dimanche	Dérogations sur fondement géographie ( ZC,ZT, ZTI)		
21083	L3132-26; L3132-26-1; L3132-27; L3132-27-1; R3132-21	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Travail du dimanche	Dérogation des dimanches du maire		
21085	L3132-27-2	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Travail du dimanche	Concertations locales sur les pratique d'ouverture dominicale des commerces		
21087	L3132-28	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Travail du dimanche	les décrets en la matière sont pris après consultation des partenaires sociaux		
21095	L3132-29; L3132-30; R3132-22; R3132-23	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Travail du dimanche	Décision préfectorale de fermeture au public		
21097	L3132-3-1	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Travail du dimanche	Refus du demandeur d'emploi		
21099	R3135-2	Durée du travail et congés	Durée du travail	Repos hebdomadaire	Travail du dimanche	pénalités		
21800	R3124-8; R3124-5; L3123-38; L3123-33; L3123-34; L3123-35; L3123-36; L3123-37; D3123-4	Durée du travail et congés	Durée du travail	Travail intermittent				
21810	L3123-33	Durée du travail et congés	Durée du travail	Travail intermittent	Ordre public	Mise en place par accord		
21820	L3123-34	Durée du travail et congés	Durée du travail	Travail intermittent	Ordre public	Nature et mentions du contrat de travail		
21830	L3123-35	Durée du travail et congés	Durée du travail	Travail intermittent	Ordre public	dépassement de la durée annuelle de travail		
21840	L3123-36	Durée du travail et congés	Durée du travail	Travail intermittent	Ordre public	droits reconnus		
21850	L3123-37	Durée du travail et congés	Durée du travail	Travail intermittent	Ordre public	Travailleur handicapé en entreprise adapté		
21860	L3123-38; D3123-4	Durée du travail et congés	Durée du travail	Travail intermittent	Champ de la négociation collective	définition des emplois,  droits conventionnels, rémunération, adpatations nécessaires		
21870	R3124-5; R3124-8	Durée du travail et congés	Durée du travail	Travail intermittent	Pénalités			
16000	L3164-9	Durée du travail et congés	Spécificités jeunes	Congés annuels	Nombre jours de congé, indemnité Décret			
16100	R3165-6	Durée du travail et congés	Spécificités jeunes	Congés annuels	Pénal: Non-respect L3164-8			
16200	R3143-1	Durée du travail et congés	Spécificités jeunes	Congés annuels	Pénal: Non-respect L3164-9			
16300	L3162-1	Durée du travail et congés	Spécificités jeunes	Durée du Travail	Journalière et Hebdo: maxi; dérogation			
16400	R3165-1	Durée du travail et congés	Spécificités jeunes	Durée du Travail	Pénal: Non-respect L3162-1 et 2			
16500	R3165-2	Durée du travail et congés	Spécificités jeunes	Durée du Travail	Pénal: Non-respect L3162-3			
16600	L3162-3	Durée du travail et congés	Spécificités jeunes	Durée du Travail	Temps Travail effectif ininterrompu maxi			
16700	L3162-2	Durée du travail et congés	Spécificités jeunes	Durée du Travail	Temps de formation			
16800	R3164-3	Durée du travail et congés	Spécificités jeunes	Décret repos congés	Décret après avis Conseil supérieur de la prévention des risques professionnels (CSPRP)			
16900	L3161-1	Durée du travail et congés	Spécificités jeunes	Définition	Jeunes travailleurs Salariés - 18ans, stagiaires - 18 ans			
17000	L3164-7	Durée du travail et congés	Spécificités jeunes	Jours fériés	Industries en continue			
17100	L3164-6	Durée du travail et congés	Spécificités jeunes	Jours fériés	Non travaillés			
17200	R3165-4	Durée du travail et congés	Spécificités jeunes	Jours fériés	Pénal: Non-respect L3164-6			
17300	R3165-5	Durée du travail et congés	Spécificités jeunes	Jours fériés	Pénal: Non-respect L3164-7 + décret			
17400	R3164-2	Durée du travail et congés	Spécificités jeunes	Jours fériés	Secteurs autorisés emploi jeunes			
17500	L3164-8	Durée du travail et congés	Spécificités jeunes	Jours fériés	Secteurs particuliers - Décret			
17700	L3164-2	Durée du travail et congés	Spécificités jeunes	Repos hebdomadaire, dominical	2 jours consécutifs, dérogations			
17800	L3164-5	Durée du travail et congés	Spécificités jeunes	Repos hebdomadaire, dominical	Apprentis dimanche certains secteurs			
17900	R3164-1	Durée du travail et congés	Spécificités jeunes	Repos hebdomadaire, dominical	Emploi apprentis - 18 ans			
18000	L3164-4	Durée du travail et congés	Spécificités jeunes	Repos hebdomadaire, dominical	Industries bénéficiant dérogation- Décret			
18100	L3164-3	Durée du travail et congés	Spécificités jeunes	Repos hebdomadaire, dominical	Non application dérogation L3132-4 et 8			
18200	R3135-5	Durée du travail et congés	Spécificités jeunes	Repos hebdomadaire, dominical	Pénal: Non-respect L3164-2 à 4			
18300	R3165-3	Durée du travail et congés	Spécificités jeunes	Repos hebdomadaire, dominical	Pénal: Non-respect L3164-5			
18400	L3164-1	Durée du travail et congés	Spécificités jeunes	Repos quotidien	Durée			
17600	R3165-7	Durée du travail et congés	Spécificités jeunes	Repos quotidien	Pénal: Non-respect L3164-1			
18500	R3163-6	Durée du travail et congés	Spécificités jeunes	Travail de nuit	Avis Conseil Supérieur prévention risques professionnels			
18600	R3163-3	Durée du travail et congés	Spécificités jeunes	Travail de nuit	Boulangerie, pâtisserie			
18700	R3163-5	Durée du travail et congés	Spécificités jeunes	Travail de nuit	Décision Inspecteur du travail			
18800	L3163-1	Durée du travail et congés	Spécificités jeunes	Travail de nuit	Définition travail de nuit jeunes			
19000	R3163-2	Durée du travail et congés	Spécificités jeunes	Travail de nuit	Hôtels, cafés restaurants (HCR)			
18900	L3163-2	Durée du travail et congés	Spécificités jeunes	Travail de nuit	Interdiction, dérogations Inspection du Travail - décret			
19100	R3124-15	Durée du travail et congés	Spécificités jeunes	Travail de nuit	Pénal: Non-respect L3163-1 et 2			
19200	R3124-16	Durée du travail et congés	Spécificités jeunes	Travail de nuit	Pénal: Non-respect L3163-3			
19300	R3163-1	Durée du travail et congés	Spécificités jeunes	Travail de nuit	Secteurs dérogatoires			
19400	R3163-4	Durée du travail et congés	Spécificités jeunes	Travail de nuit	Spectacles, courses hippiques			
19500	L3163-3	Durée du travail et congés	Spécificités jeunes	Travail de nuit	Travaux extrême urgence			
55100	R5122-2; R5122-4; R5122-5; R5122-1; R5122-3; R5122-6; R5122-7; R5122-8; R5122-9; R5122-10; R5122-11; R5122-12; D5122-13; R5122-14; R5122-16; R5122-17; R5122-18; R5122-19; D5221-2-1; L5122-1; L5122-2; L5122-4; L5122-5; R5122-20; R5122-21; R5122-22; R5122-23; R5122-24; R5122-25; R5122-26	Emploi - Formation	Aide au maintien dans l'emploi	Activité partielle	Activité partielle			
55200	R6261-3; R6261-4; R6261-5; R6261-6; R6261-7; R6261-8	Emploi - Formation	Apprenti Moselle, Bas - Rhin, Haut - Rhin	Moselle, Bas - Rhin, Haut - Rhin	Contrat d'apprentissage			
55900	R6261-1; R6261-2	Emploi - Formation	Apprenti Moselle, Bas - Rhin, Haut - Rhin	Moselle, Bas - Rhin, Haut - Rhin	Dispositions générales			
55300	L6261-1	Emploi - Formation	Apprenti Moselle, Bas - Rhin, Haut - Rhin	Moselle, Bas - Rhin, Haut - Rhin	Employeurs inscrits registre des entreprises			
55400	R6261-13; R6261-14	Emploi - Formation	Apprenti Moselle, Bas - Rhin, Haut - Rhin	Moselle, Bas - Rhin, Haut - Rhin	Financement			
55500	R6261-11; R6261-12	Emploi - Formation	Apprenti Moselle, Bas - Rhin, Haut - Rhin	Moselle, Bas - Rhin, Haut - Rhin	Fonctionnement des centres			
55600	R6261-15; R6261-16; R6261-17; R6261-18; R6261-19; R6261-20; R6261-21; R6261-22; R6261-23; R6261-24; R6261-25	Emploi - Formation	Apprenti Moselle, Bas - Rhin, Haut - Rhin	Moselle, Bas - Rhin, Haut - Rhin	Inspection apprentissage			
55700	R6261-9; R6261-10	Emploi - Formation	Apprenti Moselle, Bas - Rhin, Haut - Rhin	Moselle, Bas - Rhin, Haut - Rhin	Maître d'apprentissage			
55800	L6261-2	Emploi - Formation	Apprenti Moselle, Bas - Rhin, Haut - Rhin	Moselle, Bas - Rhin, Haut - Rhin	Texte prévoyant un décret			
56000	R6222-50; R6222-51; R6222-52; R6222-53	Emploi - Formation	Apprentissage	Aménagements personnes handicapées	Aménagements de la formation			
56100	L6222-38; L6222-37	Emploi - Formation	Apprentissage	Aménagements personnes handicapées	Aménagements personnes handicapé.			
56200	R6222-45	Emploi - Formation	Apprentissage	Aménagements personnes handicapées	Champ d'application			
56300	R6222-48; R6222-47; R6222-46; R6222-49; R6222-49-1	Emploi - Formation	Apprentissage	Aménagements personnes handicapées	Durée du contrat			
56400	R6222-57; R6222-58; R6222-55; R6222-54; R6222-56	Emploi - Formation	Apprentissage	Aménagements personnes handicapées	Primes aux employeurs			
56500	D6222-43; D6222-42; D6222-44	Emploi - Formation	Apprentissage	Carte d'apprenti	Carte d'apprenti			
56600	L6222-33	Emploi - Formation	Apprentissage	Conditions de Travail	Dispositions d'application			
56700	L6222-25; L6222-24; L6222-26; R6222-24; R6222-25	Emploi - Formation	Apprentissage	Conditions de Travail	Durée du travail			
56800	L6222-23	Emploi - Formation	Apprentissage	Conditions de Travail	Garanties			
56900	D6222-35; L6222-27; D6222-30; D6222-26; L6222-28; D6222-27; D6222-33; D6222-34; D6222-32; D6222-31; D6222-28; D6222-29; L6222-29	Emploi - Formation	Apprentissage	Conditions de Travail	Salaire			
57000	L6222-31; R6222-38; R6222-39; R6222-40; R6222-40-1; L6222-32; L6222-30; R6222-36; R6222-37	Emploi - Formation	Apprentissage	Conditions de Travail	Santé Sécurité			
57100	L6222-22-1; L6222-36-1; L6222-12-1	Emploi - Formation	Apprentissage	Contrat de Travail				
57200	L6222-6; L6222-7-1; L6222-5-1; R6222-5; R6222-2; L6226-1; L6222-4; L6222-5; R6222-4; R6222-3	Emploi - Formation	Apprentissage	Contrat de Travail	Conclusion du contrat			
57300	R6222-1-1; L6222-1; D6222-1; L6222-2; L6222-3	Emploi - Formation	Apprentissage	Contrat de Travail	Conditions de formation du contrat			
